amie,nombre_institucion
11H00330,"COLEGIO DE BACHILLERATO ""ELCISNE"""
11H00532,AMBATO
11H00630,UNIDAD EDUCATIVA SANGUILLIN
11H00657,LUIS ALFREDO SAMANIEGO ARTEAGA
11H00659,OVIDIO DECROLY
11H01059,UNIDAD EDUCATIVA SANTA MARIANA DE JESUS
11H01144,UNIDAD EDUCATIVA FISCOMISIONAL MARISTA DE CATACOCHA
11H01239,COLEGIO DE BACHILLERATO MANUEL JOSE JARAMILLO
11H01249,COLEGIO DE BACHILLERATO FRANCISCO VALDIVIESO ALVARADO
11H01444,ESCUELA DE EDUCACION BASICA FRANCISCO CAMPOS
11H01473,SEGISMUNDO FREUD
11H01630,ESCUELA DE EDUCACION BASICA LUIS URDANETA
11H01717,COLEGIO DE BACHILLERATO LA TINGUE
11H01743,"COLEGIO DE BACHILLERATO LICEO DE LOJA ""(PARTICULAR)"""
11H01773,ESCUELA CRISTOBAL COLON
11H01839,MERCEDES DE JESUS MOLINA Y AYALA
11H01841,ESCUELA DE EDUCACION BASICA PARTICULAR DIRIGENTES DEL FUTURO
11H02026,UEM EL TAMBO
12H00117,UNIDAD EDUCATIVA PARTICULAR JESUS MARTINEZ DE EZQUERECOCHA
12H00135,UNIDAD EDUCATIVA GUILLERMO BAQUERIZO JIMENEZ
12H00228,ESCUELA DE EDUCACION BASICA  ENEIDA UQUILLAS DE ROJAS
12H00238,ESCUELA DE EDUCACION BASICA NARCISA DE JESUS
12H00301,ESCUELA DE EDUCACION BASICA 22 DE MARZO
12H00309,ESCUELA DE EDUCACION  BASICA PEDRO JULIO BEJARANO
12H00474,UNIDAD EDUCATIVA ISLA DE BEJUCAL
12H00651,ESCUELA DE EDUCACION BASICA ENRRIQUE ZUÑIGA NAVARRETE
12H00664,17 DE NOVIEMBRE
12H00703,ESCUELA DE EDUCACION BASICA FRANCES
12H00786,UNIDAD EDUCATIVA ABDON CALDERON
12H00867,ESCUELA DE EDUCACION BASICA NUEVA SEMILLA
12H00928,ELOY ALFARO
12H00994,ESCUELA DE EDUCACION PEDRO LEOPOLDO BALLADARES MOLINA
12H01102,UNIDAD EDUCATIVA DR. JAIME ROLDOS AGUILERA
12H01340,ESCUELA DE EDUCACION BASICA SAN NICOLAS
12H01346,ARISTIDES PINTO OLVERA
12H01378,ESCUELA DE EDUCACION BASICA DR JUAN ANTONIO MONTALVAN CORNEJO
12H01486,ESCUELA DE EDUCACION BASICA PEDRO J MONTERO
12H01584,ESCUELA DE EDUCACION BASICA 13 DE ABRIL
12H01702,ESCUELA DE EDUCACION BASICA DR. SEGUNDO WONG MAYORGA
12H01755,ESCUELA DE EDUCACION BASICA GIRON
12H01887,UNIDAD EDUCATIVA PRIMERO DE AGOSTO
12H01938,DON BOSCO
12H02167,UNIDAD EDUCATIVA GREEN HILLS
13H00111,TENIENTE HUGO ORTIZ
13H00118,UNIDAD EDUCATIVA FISCAL PAULO EMILIO MACIAS SABANDO
13H00127,ESCUELA DE EDUCACION BASICA PARTICULAR LUCESITA
13H00169,25 DE JUNIO
13H00214,PORTETE DE TARQUI
13H00259,UNIDAD EDUCATIVA ITSUP
13H00302,CLUB ROTARIO PORTOVIEJO
13H00324,INSTITUTO DE INTEGRACION DEL DEFICIENTE VISUAL Y BAJA VISION ELBA GONZALEZ ALAVA
13H00334,MANUEL RIVADENEIRA
13H00345,ROSA ITALIA VELASQUEZ
13H00577,UNIDAD EDUCATIVA FISCAL ALAJUELA
13H00682,UNIDAD EDUCATIVA FISCAL MARIA TERESA TERAN DE CASTRO
13H00729,GUARANDA 43
13H00913,ESC. JUAN MONTALVO Nº41
13H01473,SANTIAGO JIMENEZ
13H01860,UNIDAD EDUCATIVA FISCAL EC. ABDON CALDERON MUÑOZ
13H01943,JOSE MARIA SANTANA
13H01977,ELOY VELASQUEZ CEVALLOS
13H01992,UNIDAD EDUCATIVA EL ANEGADO
13H02179,UNIDAD EDUCATIVA PARTICULAR AMERICANO
13H02286,ESCUELA DE EDUCACION BASICA FISCAL LUIS TEODORO CANTOS
13H02337,UNIDAD EDUCATIVA PARTICULAR LEONARDO DA VINCI
13H02399,UNIDAD EDUCATIVA FISCAL SAN MATEO
13H02401,ESCUELA DE EDUCACION BASICA FISCAL BOLIVIA 72
13H02468,UNIDAD EDUCATIVA DEL PACIFICO
13H02616,JOSE MARIA SANTANA SALAZAR
13H02731,HOMERO CHIRIBOGA JIJON
13H02742,UEF DR DANIEL ACOSTA ROSALES
13H02969,ESCUEL DE EDUCACION BASICA PARTICULAR MADRE  DOLOROSA
13H03054,SANTA GEMA PARTICULAR
13H03075,BRAULIO HIDALGO LOOR
13H03088,UNIDAD EDUCATIVA EUGENIO ESPEJO
13H03170,GENERAL ELOY ALFARO
13H03462,ESCUELA MAURA BARRETO FALCONES
13H03624,MARIA TERESA TERAN DE CASTRO
13H03824,RED SAN JACINTO
13H03883,UNIDAD EDUCATIVA PARTICULAR MONTESSORI
13H04059,ESCUELA FISCOMISIONAL FE Y ALEGRIA PAJARITO
13H04065,ESCUELA DE EDUCACION BASICA SIMON RODRIGUEZ
13H04119,NUEVA JUVENTUD
13H04188,UNIDAD EDUCATIVA FISCAL WINSTON CHURCHILL
13H04455,LA FLORIDA DE FE Y ALEGRIA
13H04723,UNIDAD EDUCATIVA PARTICULAR ENSUEÑOS
13H05378,ROBERT ISAAC MERO LARGACHA
13H05428,UNIDAD EDUCATIVA MANUEL CASTILLO HIDALGO
13H05435,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR HEINRICH PESTALOZZI
13H05438,UNIDAD EDUCATIVA PARTICULAR NAZARET
13H05443,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR CAPITÁN EDMUNDO CHIRIBOGA
14H00055,CARLOMAGNO ANDRADE
14H00104,VICTOR EMILIO ESTRADA
14H00174,ESCUELA DE EDUCACION BASICA FISCOMISIONAL CAMILO PONCE ENRIQUEZ
14H00246,GENERAL PINTAG
14H00264,FRAY SEBASTIAN ROSERO
14H00272,ESCUELA DE EDUCACION BASICA FISCOMISIONAL 5 DE JUNIO
14H00275,MEDARDO ANGEL SILVA
14H00276,ITALIA
14H00311,TAYUZA
14H00323,ESCUELA DE EDUCACION BASICA FISCOMISIONAL MERCEDES NAVARRETE
14H00325,FRANCISCO GONZALEZ ESTRELLA
14H00334,CIUDAD DE QUITO
14H00415,ESCUELA DE EDUCACION BASICA FISCOMISIONAL JUAN PIO MONTUFAR
14H00425,GENERAL PROAÑO
14H00595,15 DE OCTUBRE
15H00013,MONSEÑOR EMILIO CECCO
15H00047,JOSE PELAEZ
15H00056,UNIDAD EDUCATIVA DR JAIME HURTADO GONZALES
15H00072,RIO PUTUMAYO
15H00153,TNTE. HUGO ORTIZ
15H00171,GRAL. MIGUEL ITURRALDE
15H00176,ISLAS DE GALAPAGOS
15H00285,ERNESTO OPHULS
16H00027,MONSEÑOR LEONIDAS PROAÑO
16H00148,UNIDAD EDUCATIVA MILITAR HEROES DEL CENEPA
16H00389,MONS ALBERTO ZAMBRANO PALACIOS EXT PROYECTO ENCUENTRO
17H00028,ESCUELA DE EDUCACION BASICA GUSTAVO JARAMILLO
17H00054,TEILHARD DE CHARDIN
17H00058,GIOVANNI BATTISTA MONTINI PAULO VI
17H00065,JHON M. KEYNES
17H00089,UNIDAD EDUCATIVA CHARLES DARWIN
17H00093,EUSTAQUIO MONTEMURRO
17H00133,HIPATIA CARDENAS DE BUSTAMANTE
17H00206,MAYOR GALO MOLINA
17H00210,MANUEL ABAD
17H00283,MARCO SALAS YEPEZ
17H00387,UNIDAD EDUCATIVA PARTICULAR ADVENTISTA DEL SUR
17H00553,ANGEL MODESTO PAREDES
17H00559,ANDRES F CORDOVA
17H00581,DR JOSE MARIA VELASCO IBARRA
17H00583,ECUADOR PATRIA MIA
17H00584,PAULO VI
17H00595,OSWALDO GUAYASAMIN
17H00604,JOSE DE ANTEPARA
17H00624,JOSE DE LA CUADRA
17H00714,REPUBLICA FEDERAL DE ALEMANIA
17H00775,COLEGIO PARTICULAR CRISTIANO FEBE
17H00806,NACIONES UNIDAS
17H00849,PABLO JULIAN GUTIERREZ
17H00858,ESCUELAESCUELA DE APLICACION DEL INSTITUTO PEDAGOGICO MANUELA CAÑIZARES
17H00918,NUESTRA SEÑORA DEL CISNE
17H00919,ESTADOS UNIDOS DE NORTEAMERICA
17H00924,FERNANDEZ SALVADOR VILLAVICENCIO PONCE
17H00933,HUMBERTO MATA MARTINEZ
17H00958,JEAN JACQUES ROUSSEAU
17H00975,EMILIO SALGARI
17H00992,CLUB DE LEONES
17H01016,THEODORE W ANDERSON
17H01019,ANDINO
17H01052,MADRE MARIA BERENICE
17H01070,DEMETRIO SAN PEDRO
17H01071,12 DE OCTUBRE
17H01083,DR. MANUEL BENJAMIN CARRION MORA
17H01087,TOMAS MORO
17H01091,CORDOVA
17H01164,INTI
17H01188,HUMANISTICO QUITO
17H01192,EPISCOPAL CHIMBACALLE
17H01302,COMANDANTE GENERAL ATAHUALPA
17H01387,CARLOS PONCE MARTINEZ
17H01417,SAN IGNACIO DE LOYOLA
17H01460,ANTARES
17H01721,THOMAS JEFFERSON
17H01803,CIUDAD DE IBARRA
17H01828,24 DE MAYO
17H01861,LICEO LOS ALAMOS
17H01869,NONO
17H02086,SANTINIKETAN TAGORE
17H02121,THE BRITISH SCHOOL
17H02201,ESCUELA DE EDUCACION BASICA EJERCITO DE SALVACION
17H02218,CARLOS VICENTE ANDRADE
17H02249,ALFREDO ESCUDERO
17H02274,LUZ DE AMERICA
17H02328,CARLOS FREILE LARREA
17H02337,CASA DE LA CULTURA BENJAMIN CARRION N0 1
17H02436,LEONIDAS GARCIA
17H02473,COLEGIO PARTICULAR GEORGE MASON
17H02477,UNIDAD EDUCATIVA LICEO DEL VALLE
17H02690,JEZREEL
17H02777,ETIEVAN
17H02885,ESCUELA DE EDUCACION BASICA VICENTE SOLANO
17H03049,BRIGHAM YOUNG SCHOOL
17H03052,SAN MARTIN
17H03158,VICTORIA BILINGUAL CHRISTIAN ACADEMY
17H03167,CANADA
17H03288,KHIPU
17H03289,REY SABIO SALOMON
17H04266,ESCUELA DE EDUCACIÓN BÁSICA “GIRASOLES DAY SCHOOL”
17H04290,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR THE HIGHLANDS SCHOOL
17H04300,UNIDAD EDUCATIVA JOHN WYCLIFFE 
17H04385,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ¨REINVENTED PUEMBO”
18H00067,PLANETA AZUL
18H00098,UNIDAD EDUCATIVA BAUTISTA
18H00135,LOS SAUCES
18H00141,RODRIGUEZ ALBORNOZ
18H00143,CARMEN BARONA
18H00156,JUAN BAUTISTA PALACIOS
18H00321,UNIDAD EDUCATIVA TOTORAS
18H00330,ALFONSINA STORNI
18H00387,UNIDAD EDUCATIVA YANAHURCO
18H00424,MARISCAL ANTONIO JOSE DE SUCRE
18H00479,PARTICULAR PELILEO
18H00551,FRAY BARTOLOME DE LAS CASAS SALASACA
18H00911,UNIDAD EDUCATIVA NUEVA ERA
19H00018,ELOY ALFARO
19H00030,UNIDAD EDUCATIVA LUIS FELIPE BORJA DEL ALCAZAR
19H00162,CHIMBORAZO
19H00267,JUAN PIO MONTUFAR
19H00409,UNIDAD EDUCATIVA ORIENTE ECUATORIANO
19H00414,LA DOLOROSA
20H00009,ESCUELA DE EDUCACION BASICA CARLOS DARWIN
20H00018,FRAY AGUSTIN DE AZKUNAGA
20H00022,GALO PLAZA LASSO
21H00509,RIO ENO
21H00520,ISMAEL PEREZ PAZMIÑO
21H00806,LAGO AGRIO AMAZONICO
22H00110,LCDA CARMITA TENEDA JIMENEZ
22H00268,UNIDAD EDUCATIVA CIUDAD DE IBARRA
22H00355,CORONEL EMILIO SUAREZ
22H00370,RIO COCA
22H00533,PADRE FRANCISCO TRAMAROLLO
23H00008,UNIDAD EDUCATIVA GENERAL MEDARDO ALFARO
23H00019,MARIA ANGELICA IDROBO
23H00057,HANS HILLMANN
23H00077,ADVENTISTA SANTO DOMINGO
23H00132,SAN MAXIMILIANO KOLBE
23H00207,ESC ED BASICA LUIS HUMBERTO CHUQUILLA
23H00265,UNIDAD EDUCATIVA AUGUSTO ARIAS
23H00284,LAS DELICIAS
23H00332,UNIDAD EDUCATIVA PARTICULAR IBEROAMERICANO
23H00415,TARQUI
24H00254,TRECE DE ABRIL
24H00281,UNIDAD EDUCATIVA SANTA ROSA
24H00303,UNIDAD EDUCATIVA RUBIRA
24H00318,EL VIGIA
24H00319,PRIMERO DE MAYO
24H00523,ESCUELA DE EDUCACIÓN BÁSICA CAP. RAFAEL MORÁN VALVERDE
01H00153,REPUBLICA DE CHILE
01H00164,UNIDAD EDUCATIVA PARTICULAR SAN LUIS BELTRAN
01H00265,UNIDAD EDUCATIVA PARTICULAR LATINOAMERICANO
01H00338,UNIDAD EDUCATIVA PARTICULAR MADRID
01H00420,UNIDAD EDUCATIVA ABELARDO TAMARIZ CRESPO
01H00511,ENRIQUETA CORDERO DAVILA
01H00607,UNIDAD EDUCATIVA PARTICULAR AMERICAN SCHOOL
01H00630,UNIDAD EDUCATIVA ESTERO PIEDRAS
01H00721,UNIDAD EDUCATIVA PACCHA
01H00839,UNIDAD EDUCATIVA SININCAY
01H00861,ALFONSO MORENO MORA
01H00888,RAMON BORRERO
01H00904,ELOY ALFARO
01H00907,MANUEL GUERRERO
01H00912,ESCUELA DE EDUCACION BASICA BERTHA VINUEZA DE VINTIMILLA
01H01036,ESCUELA DE EDUCACION BASICA FEDERICO GUERRERO
01H01067,NICANOR AGUILAR MALDONADO
01H01132,LA PAZ
01H01148,26 DE FEBRERO
01H01327,UNIDAD EDUCATIVA SAN PEDRO DE SHAGLLI
01H01358,UNIDAD EDUCATIVA SIGSIG
01H01445,COLEGIO TECNICO SUSUDEL
01H01466,UNIDAD EDUCATIVA TEMPORAL FASAYNAN
01H01559,ESCUELA DE EDUCACION BASICA LIBERTADOR BOLIVAR
01H01641,UNIDAD EDUCATIVA PARTICULAR CEBCI
01H01822,ARCO IRIS
02H00310,EEB.  COLOMBIA
02H00329,UNIDAD EDUCATIVA SAN JOSE
02H00333,EEB. DARIO C. GUEVARA
02H00464,EEB ADOLFO PAEZ
03H00030,ESCUELA DE EDUCACION BASICA SAN FRANCISCO DE PELEUSI DE AZOGUES
03H00238,HEROES DE VERDELOMA
04H00016,SUCRE NRO 1
04H00241,LIBERTAD
04H00335,JOSE JULIAN ANDRADE
04H00340,UNIDAD EDUCATIVA FISCOMISIONAL PIO XII
04H00341,MARIO OÑA PERDOMO
05H00091,UNIDAD EDUCATIVA VICENTE LEON
05H00133,DR. LUIS FELIPE CHAVEZ
05H00141,CANADA
05H00184,QUITO
05H00220,CAMARA DE COMERCIO
05H00287,ESCUELA DE EDUCACION BASICA NARCISO CERDA MALDONADO
05H00399,UNIDAD EDUCATIVA GUAPARA
05H00413,UNIDAD EDUCATIVA MORASPUNGO
05H00467,UNIDAD EDUCATIVA SANTA MARIANA DE JESUS
05H00477,GUARANDA
05H00527,MANUEL MARIA SANCHEZ
05H00560,ARGENTINA
05H00681,KAROL WOJTYLA
06H00024,TECNICO CAMILO GALLEGOS TOLEDO
06H00034,UNIDAD EDUCATIVA RIOBAMBA
06H00139,JESUS INFANTE
06H00221,UNIDAD EDUCATIVA THE BRITISH SCHOOL
06H00317,COLEGIO VICTOR PROAÑO CARRION
06H00343,UNIDAD EDUCATIVA 21 DE ABRIL
06H00929,UNIDAD EDUCATIVA QUITUMBE
06H00987,UNIDAD EDUCATIVA DOCTOR EMILIO UZCATEGUI
06H01341,SULTANA DE LOS ANDES
07H00127,COLEGIO DE BACHILLERATO SIMON BOLIVAR
07H00139,JAVIER
07H00143,JUAN BAUTISTA AGUIRRE
07H00163,DIVINO NIÑO
07H00363,SIMON BOLIVAR
07H00389,MANUEL MINUCHE TORRES
07H00441,SOLDADO JOSE DIAZ
07H00645,COLEGIO DE BACHILLERATO SERVIO SERRANO CORREA
07H00685,PRIMERO DE OCTUBRE
07H00723,REPUBLICA DE ECUADOR N.-52
07H00775,UNIDAD EDUCATIVA PARTICULAR DR. MANUEL A. GONZALEZ
07H00776,JOHN F. KENNEDY
07H00866,MANUEL ISAAC ENCALADA ZUÑIGA
07H00888,COLEGIO DE BACHILLERATO EL PROGRESO
07H00918,TEMISTOCLES ROMERO LUCIN
07H01038,UNIDAD EDUCATIVA SANTA TERESITA
07H01141,ESCUELA DE EDUCACION BASICA 13 DE ABRIL
07H01166,ESCUELA DE EDUCACION BASICA JUAN MONTALVO
07H01186,ESCUELA DE EDUCACION BASICA CIUDAD DE ZARUMA
07H01292,CENTRO EDUCATIVO PARTICULAR JUAN CAMACHO
08H00277,WALTER HIMELMAN
08H00333,ESCUELA EGB FISCAL TEODORO MORAN VALVERDE
08H00449,ESCUELA EGB FISCAL 17 DE DICIEMBRE
08H00650,ESC.EGB.FILOCLES MUÑOZ
08H00746,EGB  JESUS DEL GRAN PODER
08H00814,ESCUELA EGB PARTICULAR DR CAMILO GALLEGOS DOMINGUEZ
08H00834,UNIDAD ED. PARTICULAR MIXTA JUAN MONTALVO
08H00853,REPUBLICA DE CUBE EDYLA ROSALES
08H00955,ESCUELA EGB RIO ZAPOTALITO
08H00989,EGB PROVINCIA DE ESMERALDAS
08H01073,GUSTAVO BECERRA ORTIZ
08H01248,ESCUELA EGB FISCAL JOSE ABEL CASTILLO
08H01369,CHONTADURO
08H01386,ANTONIO ELIZALDE
08H01569,UNION Y PROGRESO
09H00078,UNIDAD EDUCATIVA SANTA MARIA DE LOS ANGELES
09H00118,UNIDAD EDUCATIVA SANTA MARIA
09H00136,STABILE
09H00188,CORONEL LUCIANO CORAL
09H00199,CARDENAL RICHARD CUSHING
09H00214,JOAQUIN GALLEGOS LARA
09H00231,CARMEN SUCRE
09H00259,UNIDAD EDUCATIVA LEONHARD EULER
09H00315,REGION AMAZONICA
09H00352,MERCEDES DE JESUS MOLINA
09H00358,ROBERTO ILLINGWORTH ICAZA
09H00377,OTTO AROSEMENA GOMEZ
09H00422,ESCUELA DE EDUCACION BASICA MARIA SOLIS DE SALAZAR
09H00543,UNIDAD EDUCATIVA PARTICULAR PUENTE DEL SABER
09H00653,COLEGIO FISCAL RITA LECUMBERRI
09H00879,UNIDAD EDUCATIVA FISCAL LEONIDAS GARCIA
09H00916,ESCUELA DE EDUCACION BASICA PARTICULAR DAVID PAUL AUSUBEL
09H00958,ESCUELA DE EDUCACION BASICA FISCAL JORGE ENRIQUE ADOUM
09H01010,UNIDAD EDUCATIVA BASICA INVESCIENCIAS
09H01110,ESCUELA PARTICULAR CAMINO AL ESPACIO
09H01118,UNIDAD EDUCATIVA INTEGRAL SUDAMERICANO
09H01206,ESCUELA DE EDUCACION BASICA FISCAL RITA LECUMBERRY
09H01213,UNIDAD EDUCATIVA FISCAL DOLORES SUCRE
09H01217,COLEGIO PARTICULAR HARVARD
09H01220,MARIA REINA Y AGUA VIVA
09H01226,ALEGRIA
09H01269,UNIDAD EDUCATIVA CARDENAL BERNARDINO ECHEBERRIA RUIZ
09H01340,UNIDAD EDUCATIVA PARTICULAR BILINGÜE SANTO DOMINGO DE GUZMAN
09H01370,ESCUELA PARTICULAR MIXTA NO40 TRES DE DICIEMBRE
09H01377,UNIDAD EDUCATIVA PARTICULAR BILINGÜE JEFFERSON
09H01429,UNIDAD EDUCATIVA SENDERO DE LUZ
09H01490,CABO I PATRICIO GONZALEZ
09H01522,ESCUELA PARTICULAR BRILLANTE FUTURO
09H01562,ESCUELA PARTICULAR MIXTA N° 1065 SANDALO
09H01597,ESCUELA PRESIDENTE VELASCO IBARRA
09H01639,RECTITUD INTELIGENCIA VERDAD  300
09H01663,UNIDAD EDUCATIVA ANDRES BELLO LOPEZ
09H01694,UNIDAD EDUCATIVA FISCAL LOS VERGELES
09H01806,ESCUELA DE EDUCACION BASICA LUZ DEL GUAYAS
09H01857,UNIDAD EDUCATIVA BILINGÜE ESPIRITU SANTO
09H01876,UNIDAD EDUCATIVA EMANUEL 320
09H01950,ESCUELA DE EDUCACION BASICA BARBARA ALFARO
09H01959,UNIDAD EDUCATIVA FISCAL VICENTE ROCAFUERTE
09H01963,UNIDAD EDUCATIVA FISCAL JOSE JOAQUIN DE OLMEDO
09H01966,UNIDAD EDUCATIVA BILINGÜE NUEVA SEMILLA
09H01968,ESCUELA DE EDUCACION BASICA PARTICULAR NUMA POMPILIO LLONA
09H02022,ESCUELA DE EDUCACION BASICA PARTICULAR MANUELA ESPEJO
09H02068,UNIDAD EDUCATIVA FISCAL AURORA ESTRADA DE RAMIREZ
09H02174,ESCUELA FISCOMISIONAL N° 18 PADRE NUMAEL LOPEZ
09H02254,ESCUELA DE EDUCACION BASICA JOSE SALCEDO DELGADO
09H02259,PROVINCIA DE MANABI
09H02325,DR. CARLOS ORTIZ MACIAS
09H02423,FLORA SALAZAR DE LOOR
09H02429,ESCUELA DE EDUCACION BASICA COMPLETA FISCAL BARBARA MARIDUEÑA
09H02502,ESCUELA DE EDUCACION BASICA PARTICULAR ISRAEL
09H02529,ESCUELA PARTICULAR MI JARDIN MARAVILLOSO
09H02541,UNIDAD EDUCATIVA FISCAL AMARILIS FUENTES ALCIVAR
09H02676,ZENOVIO CORONEL COTAPO
09H02703,UNIDAD EDUCATIVA FISCAL JORGE YUNES HUESPED
09H02844,ESC. FISCAL MARIA MONTESSORI
09H03174,UNIDAD EDUCATIVA SAN JACINTO
09H03181,CENTINELA
09H03236,UNIDAD EDUCATIVA GALO PLAZA LASSO
09H03290,LUIS SANCHEZ MORAN
09H03325,ENRIUR
09H03343,UNIDAD EDUCATIVA VEINTISIETE DE AGOSTO
09H03512,ESCUELA DE EDUCACION BASICA FISCAL RAFAEL LARREA INSUASTI
09H03527,EEB. ILINIZAS
09H03530,ESCUELA DE EDUCACION BASICA MARIA TERESA SOLA DE ESTRADA
09H03691,COSME RENELLA BARBATO
09H03825,ESCUELA EDUCACION BASICA NO. 25 PARTICULAR SAN VICENTE
09H03866,ESCUELA DE EDUCACION BASICA RUMIÑAHUI
09H03930,ESCUELA DE EDUCACION BASICA VEINTE DE SEPTIEMBRE
09H04015,ESCUELA DE EDUCACION BASICA 28 DE MAYO
09H04075,ESCUELA DE EDUCACION BASICA MANUELA CAÑIZARES
09H04096,E.E.B. LEON DE FEBRES CORDERO
09H04099,E.E.B. TENIENTE HUGO ORTIZ
09H04182,U.E. GORKY ELIZALDE MEDRANDA
09H04186,E.E.B. GARABATOS
09H04221,E.E.B. SANTA TERESITA DEL NIÑO JESUS
09H04339,MARCEL LANIADO DE WIND
09H04346,CARLOS JULIO AROSEMENA TOLA
09H04390,MONSEÑOR JUAN WIESNETH
09H04424,LUISA MARTIN GONZALEZ
09H04435,UNIDAD EDUCATIVA INGAPIRCA
09H04599,ESCUELA FISCAL JUAN MONTALVO 2
09H04712,ESCUELA DE EDUCACION BASICA FISCAL 27 DE AGOSTO
09H04871,ESCUELA DE EDUCACION BASICA MERCEDES COELLO DE CABELLO
09H04969,CENTRO DE EDUCACIONBASICA ROSAURA MARIDUEÑA
09H04987,ESCUELA DE EDUCACION BASICA AGUSTIN ALBERTO FREIRE ICAZA
09H05015,UNIDAD EDUCATIVA EMILIO ISAIAS ABIHANNA
09H05017,ESCUELA DE EDUCACION BASICA HUANCAVILCA
09H05023,ESCUELA DE EDUCACION BASICA 19 DE AGOSTO
09H05026,ESCUELA DE EDUCACION BASICA ANTONIO ANTE
09H05031,ESCUELA DE EDUCACION BASICA MANUEL SOTOMAYOR LUNA
09H05042,ESCUELA DE EDUCACION BASICA VICTOR LAZO ALARCON
09H05065,CENTRO EDUCATIVO INTI RAIMI
09H05099,VICTOR EMILIO ESTRADA
09H05117,ESCUELA DE EDUCACION BASICA EMANUEL
09H05219,ESCUELA DE EDUCACION BASICA PARTICULARJOSE DE LA CUADRA
09H05241,UNIDAD EDUCATIVA PARTICULAR CAYETANO TARRUELL
09H05309,COLEGIO DE BACHILLERATO REPUBLICA DE CANADA
09H05367,COLEGIO PARTICULAR INSTITUTO SUAREZ
09H05373,UNIDAD EDUCATIVA 21 DE JULIO
09H05621,ESCUELA DE EDUCACION BASICA FISCAL ENRIQUE IBAÑEZ MOR
09H06169,ESCUELA DE EDUCACION BASICA FISCAL JOSE JOAQUIN DE OLMEDO
09H06678,UNIDAD EDUCATIVA PARTICULAR RONALD REAGAN
09H06680,UNIDAD EDUCATIVA JOSÉ MARÍA VELASCO IBARRA
10H00225,JOSE MIGUEL LEORO VASQUEZ
10H00298,UNIDAD EDUCATIVA APUELA
10H00443,ISAAC JESUS BARRERA
10H00462,UNIDAD EDUCATIVA ALFREDO PEREZ GUERRERO
10H00584,LA COLINA
11H00025,ESCUELA DE EDUCACION BASICA PARTICULAR PUNTO DE PARTIDA
11H00053,UNIDAD EDUCATIVA SANTA MARIANA DE JESUS
11H00133,COLEGIO DE BACHILLERATO (PARTICULAR) SAN GERARDO
11H00141,ESCUELA DE EDUCACION BASICA AMAUTA PARTICULAR
11H00285,UNIDAD EDUCATIVA COMIL Nº 5 LAURO GUERRERO
11H00647,GABRIELA MISTRAL N1
11H00892,UNIDAD EDUCATIVA COTOPAXI
11H01041,COLEGIO DE BACHILLERATO JOSE FELIX DE VALDIVIESO
11H01222,COLEGIO DE BACHILLERATO ORIANGA
11H01406,ESCUELA DE EDUCACION BASICA LATACUNGA
12H00231,ESCUELA DE EDUCACION BASICA 15 DE DICIEMBRE
12H00312,ESCUELA DE EDUCACION BASICA 7 DE MAYO
12H00427,ESCUELA DE EDUCACION BASICA MIGUEL DE CERVANTES
12H00562,ESCUELA DE EDUCACION BASICA OEA
12H00756,UNIDAD EDUCATIVA JUAN LEON MERA
12H00796,ESCUELA DE EDUCACION BASICA FAUSTO MOLINA MOLINA
12H01029,ESCUELA DE EDUCACION BASICA OCTAVIO GERARDO ICAZA
12H01062,UNIDAD EDUCATIVA RICAURTE
12H01095,UNIDAD EDUCATIVA LOS BABAHOYOS
12H01395,UNIDAD EDUCATIVA DIEZ DE AGOSTO
12H01408,ESCUELA DE EDUCACION BASICA NICOLAS COTTO INFANTE
12H01412,UNIDAD EDUCATIVA PROCER JOSE DE ANTEPARA
12H01419,ESCUELA DE EDUCACION BASICA VICTOR MERCANTE
12H01940,ESCUELA DE EDUCACION BASICA RIO GUAYAS
12H02614,UNIDAD EDUCATIVA SI MIAO WEI HUA DEL ECUADOR
13H00481,UNIDAD EDUCATIVA PARTICULAR SANTA MARIANA DE JESUS
13H00484,COLEGIO VELASCO IBARRA
13H00646,UNIDAD EDUCATIVA FISCAL PLAYA PRIETA
13H00663,ESCUELA DE EDUCACION BASICA ELOY FABARA
13H00781,UNIDAD EDUCATIVA PARTICULAR MERCEDES
13H00918,UNIDAD EDUCATIVA AMAZONAS
13H00920,ABDON CALDERON
13H00964,UNIDAD EDUCATIVA EUGENIO ESPEJO
13H01108,U.E. DR. GONZALO ABAD GRIJALVA
13H01554,8 DE JUNIO
13H02186,UNIDAD EDUCATIVA FAE NO. 4
13H02271,ESC. ICA MARIA LUISA IZQUIERDO
13H02376,MANABI
13H02444,UNIDAD ED. BASICA JOSE LUIS CHOEZ CHANCAY
13H02592,ESCUELA DE EDUCACION BASICA PROGRESO
13H02675,LAURO PALACIOS
13H02899,ESCUELA DE EDUCACION BASICA SOLDADO MONGE
13H02928,ESCUELA DE EDUCACION BASICA MANUEL INOCENCIO PARRALES IGUALES
13H02935,ESCUELA DE EDUCACION BASICA EJERCITO ECUATORIANO
13H03066,ERNESTO VELASQUEZ KUFFO
13H03295,SANTIAGO RAMON Y CAJAL
13H03327,ESCUELA DE EDUCACION BASICA FISCAL ELOY ALFARO
